"","xh","r","p","fisrtYear","endYear","r_nino","p_nino","code","code_simple","lon","lat"
"1825",4764,-0.194252681362451,0.229717884969053,1715,2008,0.0837643919221855,0.607337222787787,"nm616","nm616",-105.796,34.244
"1826",4765,-0.296284134895439,0.0634007308258858,1710,2008,0.208920059788738,0.195748742990849,"nm617","nm617",-105.796,34.244
"1827",4766,-0.0782695752686386,0.631184175317767,1936,2011,0.0831981904169694,0.609776579823032,"nm618","nm618",-106.624086,35.818615
"1828",4767,-0.0964360224221843,0.553879411779957,1821,2011,0.149549533511179,0.35703159657155,"nm619","nm619",-106.598076,35.842991
"1829",4768,0.0199078019486678,0.902956502436222,1960,2016,0.205297679723203,0.20378869939975,"nm620","nm620",-106.2,36.6
"1830",4770,0.0793337432742098,0.626535918103048,1880,2016,0.182079079299871,0.260807666796623,"nm622","nm622",-107.8,37
"1831",4771,0.18168650606937,0.261854589340119,1890,2016,0.1255829137982,0.440034727883628,"nm623","nm623",-107.8,37
"1832",4772,-0.153360369341951,0.344768880589241,1946,2016,0.25420341274562,0.113451348914048,"nm624","nm624",-108.5,33.9
"1833",4773,0.0768870801935725,0.637243829249656,1890,2016,0.150340271312957,0.354465686972939,"nm625","nm625",-107.1,36.4
"1834",4774,0.0897991471279713,0.581602385806209,1900,2010,0.0855894085170274,0.599503164295808,"nm626","nm626",-107.1,36.4
"1835",4812,0.157022232900832,0.333231774869669,1940,2020,-0.0596740032733802,0.71453665517048,"nv526","nv526",39.7262,39.5255
"1836",4826,0.0543062457820806,0.739272127081252,1661,2004,-0.0640546943436758,0.694559623731239,"ny015","ny015",-74.2833,42.5833
"1837",4839,0.0775812228800202,0.634198370206751,1894,2004,-0.0850906660021772,0.601639699905824,"ny028","ny028",-74.17,41.77
"1838",4854,-0.23680989797539,0.141225201647139,1929,2012,0.0795503565214114,0.625591491201716,"ny043","ny043",-74.7389,44.3449
"1839",4858,-0.0518538538113357,0.750661637516281,1929,2014,0.0982671770894845,0.546341378484413,"ny047","ny047",-75.2167,44.6333
"1840",4859,-0.166244295866428,0.305251403499789,1940,2011,0.250056586945645,0.119663843577855,"ny048","ny048",-78.3,42
"1841",4860,-0.125029183527303,0.442069684430978,1865,2012,-0.0733482231678273,0.652860774282232,"ny049","ny049",-74.2041,41.4214
"1842",4861,0.0980509216722478,0.547229056574644,1927,2015,0.00178689807673395,0.991268950508865,"ny050","ny050",-72.285,40.936
"1843",4870,0.073579957871113,0.651833557706136,1663,2012,0.093490627401692,0.56610579848384,"oh007","oh007",-81.75,40.88
"1844",4871,-0.00221784542781874,0.989163389935287,1885,2016,0.107766083037448,0.508040656323128,"oh008","oh008",-82.283638,40.605666
"1845",4872,-0.0698952306035426,0.668240932506293,1887,2016,0.156217373511961,0.335746829113691,"oh009","oh009",-83.907942,40.137556
"1846",4873,0.116628729796405,0.473567722670207,1872,2015,-0.0574450350996346,0.724774833659791,"oh010","oh010",-84.36205,41.553988
"1847",4874,0.0867176214621388,0.594682291379572,1822,2016,-0.00261211315082242,0.987237105033634,"oh011","oh011",-84.36205,41.553988
"1848",4875,0.0297974486170042,0.855174594993535,1823,2015,0.100208682210533,0.538402773097507,"oh012","oh012",-84.36205,41.553988
"1849",4876,0.0862654501886189,0.59661238542951,1865,2016,-0.116944715449195,0.472361889351298,"oh013","oh013",-84.738961,39.578252
"1850",4877,-0.0770651991971786,0.636461792074317,1910,2016,0.132946323853408,0.413469518374993,"oh014","oh014",-84.738961,39.578252
"1851",4878,-0.120481474956681,0.458976686209164,1872,2016,0.0520943458797484,0.749542379510414,"oh015","oh015",-81.75,40.88
"1852",4879,-0.339339526500425,0.0321828653819257,1890,2016,0.274937341293422,0.0859825499083047,"oh016","oh016",-82.072414,39.349399
"1853",4880,-0.0615340044937011,0.706030728249923,1910,2015,0.0733167902504286,0.653000156534996,"oh017","oh017",-82.072414,39.349399
"1854",4881,0.0648792365025872,0.690821693819813,1900,2015,0.0211097107238797,0.897128001811012,"oh018","oh018",-82.072414,39.349399
"1855",4882,0.250002504645914,0.119746521570908,1915,2019,-0.167146239033395,0.302597670241468,"oh019","oh019",-81.914876,40.777731
"1856",4883,-0.06501889023265,0.690189309028368,1938,2005,0.0618753333233211,0.704473590695062,"oh020","oh020",-81.915189,40.781188
"1857",4884,-0.21662080737301,0.179404206929763,1960,2010,-0.106703686436613,0.51225613319537,"oh021","oh021",-81.915899,40.781142
"1858",4885,-0.433432820801866,0.00520794922072403,1920,2020,0.288752333369629,0.0707576627364653,"oh022","oh022",-81.919983,40.777727
"1859",4886,-0.0316977415592475,0.846046100052128,1924,2021,0.0321477599287408,0.843887189112224,"oh023","oh023",-81.915453,40.777339
"1860",4887,0.0230168532145617,0.887890607089122,1829,2020,0.0285638754689242,0.86111039936311,"oh024","oh024",-82.029782,40.819532
"1861",4899,0.179428155144523,0.267931302523162,1754,2005,-0.21348755537243,0.185932663323681,"ok032","ok032",-98.7,34.72
"1862",4902,0.124275219598926,0.4448487913199,1761,2007,0.0876616221941085,0.590661676309828,"ok035","ok035",-96.03,35.63
"1863",4904,0.175101251624086,0.279831935156525,1953,2007,0.209654805343231,0.194145573577975,"ok037","ok037",-94.5333,34.6333
"1864",4905,0.408081291804142,0.00894932186333513,1867,2008,-0.0930921409072016,0.567769420078992,"ok038","ok038",-95.7833,35.4167
"1865",4907,0.187686318166779,0.246157357052629,1929,2013,-0.0368430914881566,0.821431838317417,"ok040","ok040",-95.9167,35.5333
"1866",4908,0.135669723373858,0.403880290623208,1954,2009,-0.0741569447276395,0.649278689783565,"ok041","ok041",-95.9167,35.5333
"1867",4909,0.185943649456634,0.250649910831618,1961,2013,-0.0261094245706494,0.872943035670568,"ok042","ok042",-96,35.5
"1868",4911,0.0652791398374782,0.689011391971824,1892,2014,0.104086590880568,0.522714653748683,"ok044","ok044",-97.3846,35.6227
"1869",4912,0.351502400359339,0.0261410048610377,1455,2005,-0.188206155435025,0.244827788622644,"ok045","ok045",-96.247,36.185
"1870",4913,0.0894904975327185,0.582906649863728,1473,2007,-0.0959606500046736,0.555844263662913,"ok046","ok046",-95.803,35.411
"1871",4914,0.193866201806335,0.230664171825132,1750,2005,-0.222668675188474,0.167268693647289,"ok047","ok047",-98.63,34.68
"1872",4915,0.280134496643629,0.0799820899004578,1926,2017,-0.255537603551393,0.111505332040606,"ok048","ok048",-99.052,35.493
"1873",4991,-0.15583225377395,0.336954403155664,1456,2008,0.143113551531238,0.378331289480778,"or091","or091",-118.68,44.31
"1874",4992,-0.156638226522771,0.3344302726367,765,2010,0.127996661805194,0.431224726959379,"or092","or092",-120.8833,43.1667
"1875",4993,-0.11914702368374,0.464002922808748,1106,2010,0.0415013944653308,0.799291476258032,"or093","or093",-120.47,43.63
"1876",4994,-0.117746722843664,0.469308650629766,1329,2010,0.104502590687921,0.521045214578064,"or094","or094",-121.05,43.95
"1877",4995,-0.221979907639406,0.168620073648947,1716,2010,0.0788910922547942,0.628467690164639,"or095","or095",-119.8,43.15
"1878",4998,-0.107368466403132,0.509616308364979,1675,2012,0.0765525849025026,0.638713489293331,"or098","or098",-122.05,42.92
"1879",4999,-0.203946519753547,0.206845876473556,1650,2012,0.247294777131343,0.123941078711145,"or099","or099",-122.15,42.97
"1880",5000,-0.168355689209726,0.299062367662357,1552,2012,0.197210912440651,0.222562493871506,"or100","or100",-122.17,42.93
"1881",5001,-0.0758853392877629,0.641649210289853,1649,2012,0.0916982062415701,0.573606488082859,"or101","or101",-122.02,42.93
"1882",5002,-0.265407066538335,0.0978862371471747,1613,2012,0.182648546585781,0.259293945183422,"or102","or102",-122.1,42.98
"1883",5003,-0.141268186560444,0.384574167702591,1659,2012,0.0203216362347107,0.900949084442196,"or103","or103",-122.07,42.91
"1884",5004,-0.228217876789208,0.156664960698122,1683,2012,0.156064665846149,0.336225335992094,"or104","or104",-122.07,42.97
"1885",5005,-0.314025839953251,0.0484578750305432,1745,2018,0.294783852658752,0.0648155826301203,"or105","or105",-121.72,45.33
"1886",5007,-0.263871450890279,0.0999170406218498,1592,2013,0.0715195955869919,0.660988624234439,"or107","or107",-123.565,44.504
"1887",5008,-0.0904157957625667,0.579000537003777,1883,2003,-0.0424035874807737,0.795020734719551,"or108","or108",-123.565,44.504
"1888",5010,-0.229100387211845,0.155024767929404,1682,2006,0.221725196834936,0.169121809285266,"or110","or110",-122.014,44.314
"1889",5011,0.021223766674735,0.89657517416488,1758,2006,-0.0536615688342162,0.742260962221109,"or111","or111",-124.073,44.273
"1890",5012,-0.351672010070658,0.0260639238422663,1503,2006,0.174563280110495,0.281335285297748,"or112","or112",-122.209,44.256
"1891",5013,-0.37228002692773,0.0180019923699258,1229,2013,0.210506826849522,0.192298124416273,"or113","or113",-147.78,63.25
"1892",5014,-0.248372147928333,0.122259130467901,1557,2006,0.113733505726765,0.484691450992998,"or114","or114",-122.424,43.98
"1893",5015,-0.484910287909991,0.00151842092244319,1345,2013,0.314040511435883,0.0484468134049344,"or115","or115",-122.065,44.371
"1894",5016,0.201891454583584,0.211556746242112,1692,2011,-0.283243485665593,0.0765518810989795,"or116","or116",-124.051,44.603
"1895",5017,-0.364892754342574,0.0206092781245224,1212,2013,0.137431829895053,0.39774453504869,"or117","or117",-122.242,44.352
"1896",5029,0.0591265762683016,0.717046632149798,1944,2020,-0.0169268748264971,0.917433168553018,"or129","or129",-122.0396,45.3842
"1897",5030,0.0518945793666087,0.750472063938986,1929,2020,-0.137940888938261,0.395982057413897,"or130","or130",-122.636,45.3095
"1898",5031,-0.0545688547674038,0.738055705880371,1938,2020,-0.00717459292392971,0.964954025805915,"or131","or131",-123.2311,45.4284
"1899",5046,-0.246242356718543,0.125600750501769,1892,2006,0.1282323677789,0.430369713425096,"pa015","pa015",-78.0167,40.8333
"1900",5047,0.0971690954771822,0.55085582269496,1911,2010,-0.152561519013692,0.347317851603393,"pa016","pa016",-77.8,40
"1901",5048,-0.175582172616619,0.278492456102291,1863,2016,0.0124951975659256,0.939002587717423,"pa017","pa017",-77.755,40.6955
"1902",5049,-0.147142212704537,0.364912127853005,1927,2016,0.0159929146050546,0.921974514551605,"pa018","pa018",-78.767,41.4
"1903",5050,-0.237673240739724,0.139738218228017,1910,2006,0.0830086544721295,0.610594087033603,"pa019","pa019",-78.1,40.4
"1904",5051,0.163336213907077,0.313908263798236,1910,2015,-0.333231022485036,0.0356251969140197,"pa020","pa020",-78.86,41.93
"1905",5053,-0.204568232874226,0.205435224088074,1947,2015,0.170354755073038,0.293277219630367,"ri001","ri001",-71.78,41.507
"1906",5058,0.166342429691829,0.304961953967044,1169,2010,0.117740140270031,0.469333667743149,"sc007","sc007",-79.87,33.8
"1907",5059,-0.163624421498303,0.313043466976183,1763,2017,0.210701391459078,0.191877993209142,"sc008","sc008",-78.831719,33.795842
"1908",5079,0.133094182371384,0.412945603670267,1882,2006,-0.253200901545171,0.114930400184665,"sd020","sd020",-100.73,45.28
"1909",5080,0.116534604162408,0.473927229471443,1769,2008,-0.152678709249438,0.346943202561176,"sd021","sd021",-103.365,43.715
"1910",5105,0.474737043577849,0.00196688432629665,1815,2005,-0.238216885373186,0.138807821737183,"tn028","tn028",-88,36.48
"1911",5106,-0.274960536527922,0.0859550153144914,1697,2006,0.0870251355107537,0.593371233553441,"tn029","tn029",-85.57,35.43
"1912",5107,0.179590961640241,0.26749014209249,1730,2006,-0.180525530928558,0.264966994741676,"tn030","tn030",-83.8333,35.5333
"1913",5109,0.474737043577849,0.00196688432629665,1815,2005,-0.238216885373186,0.138807821737183,"tn032","tn032",-87.9833,36.4833
"1914",5133,0.164085923013244,0.311661822879793,1798,2006,-0.195736932413708,0.226108381473091,"tx050","tx050",-97.87,33.45
"1915",5134,0.169047231921797,0.297052882180519,1844,2006,-0.176969512527372,0.274651886519406,"tx051","tx051",-98.08,32.83
"1916",5135,0.018577522266478,0.909413367068716,1585,2008,-0.129483060483206,0.42584871277191,"tx052","tx052",-98.499,29.872
"1917",5136,0.0862812665118059,0.596544827238803,1560,2008,-0.306793071315272,0.0541640914886363,"tx053","tx053",-98.145,30.48
"1918",5137,0.389537612800712,0.0129717445736081,1622,2008,-0.382373205206178,0.0148923351130778,"tx054","tx054",-96.009,29.432
"1919",5138,0.182936427223693,0.258530946483636,1879,2006,-0.117365682623439,0.470757961215597,"tx055","tx055",-98.365,33.064
"1920",5139,-0.0272273069234547,0.867550306147962,1550,2008,0.078204949446807,0.631466913055869,"tx056","tx056",-104.85,31.9
"1921",5140,0.247579310758806,0.123495201594916,1778,2004,-0.151107864267527,0.351985604484058,"tx057","tx057",-97.35,33.22
"1922",5172,-0.277394853381882,0.0831031063366376,1517,2005,0.376825360982184,0.0165399830401029,"ut529","ut529",-109.8,37.9333
"1923",5173,-0.275000458400878,0.0859076408786819,448,2005,0.360761716644229,0.0222002096068197,"ut530","ut530",-110.333,39.6
"1924",5174,-0.106178963601865,0.514344617355997,1630,2010,0.0412190012988917,0.80062944165416,"ut531","ut531",-111.427798,41.3909
"1925",5175,0.0396249750085017,0.808192291513835,1500,2010,-0.161410581061134,0.319724988444295,"ut532","ut532",-111.379202,41.489361
"1926",5176,-0.0506576402781562,0.756236300159359,1511,2011,0.0641360743661644,0.694190381417561,"ut533","ut533",-111.3333,40.1417
"1927",5177,-0.0574261745835283,0.72486166926587,1579,2011,0.0663234310078124,0.684292119222817,"ut534","ut534",-111.4167,40.25
"1928",5178,-0.28930843960315,0.0701924802197334,1105,2006,0.312109760669278,0.0499200995825531,"ut535","ut535",-111.5833,40.5667
"1929",5179,-0.442666449927549,0.00423222667793828,1548,2012,0.399275594771318,0.0107013626399386,"ut536","ut536",-111.9667,41.35
"1930",5180,-0.118364942252637,0.466962261677924,1357,2011,0.125193391777429,0.441465681193987,"ut537","ut537",-111.95,41.3667
"1931",5181,-0.203922149431713,0.206901309262651,1435,2010,0.0713357820556722,0.661807781259037,"ut538","ut538",-111.65,41.91
"1932",5182,-0.0899254166388154,0.581069185095493,1680,2005,0.180446169444809,0.26518064092091,"ut539","ut539",-111.5983,37.9783
"1933",5183,-0.388824964182869,0.0131528514947603,1874,2006,0.455247059773243,0.00316071992725727,"ut540","ut540",-111.75,38.5167
"1934",5184,-0.188880093733028,0.243111294995261,900,2012,0.0605285835895482,0.710624293912173,"ut541","ut541",-111.21,40.92
"1935",5185,-0.157759889721598,0.330936997028208,1482,2012,0.137133355418642,0.398780028410576,"ut542","ut542",-111.663,41.759
"1936",5187,-0.167846484058958,0.300547569589307,1463,2009,0.316909094036,0.0463228145543277,"ut544","ut544",-110.02,37.62
"1937",5188,-0.361114992298185,0.0220602667269217,1893,2019,0.505599889847224,0.000874846903411452,"ut545","ut545",-112.856,37.6596
"1938",5189,-0.257147715853456,0.109190650571396,1873,2019,0.450337346873599,0.00354672098957838,"ut546","ut546",-112.856,37.6596
"1939",5190,-0.292459629375244,0.0670567003834261,1822,2017,0.386346125332879,0.0137996075212819,"ut547","ut547",-112.856,37.6596
"1940",5191,-0.368359006898419,0.0193490386785444,1817,2017,0.416213564795682,0.00755562501731055,"ut548","ut548",-112.856,37.6596
"1941",5193,-0.239841822416898,0.136054198864796,70,2014,0.321300277613342,0.0432177584138582,"ut550","ut550",-112.1,38.94
"1942",5194,-0.127882199105701,0.431640276392296,1940,2019,0.125328957114064,0.440967376569243,"ut551","ut551",-111.476,41.899
"1943",5195,-0.103282206186895,0.525950172993967,1910,2019,0.127559558604868,0.432812800050064,"ut552","ut552",-111.476,41.899
"1944",5196,-0.468843269534772,0.00227688709784734,1880,2010,0.397324413881975,0.0111268974423372,"ut553","ut553",-109.278,38.519
"1945",5198,-0.0749692613285893,0.645688501733135,1820,2014,0.0480930394543969,0.768228795897305,"ut555","ut555",-111.503,41.856
"1946",5199,-0.37132224176668,0.0183235328682806,1860,2020,0.395747210427729,0.0114813331034156,"ut556","ut556",37.661,37.66
"1947",5200,-0.379603417143323,0.015696691989115,1930,2016,0.399872693847151,0.010573948322447,"ut557","ut557",-111.8,38
"1948",5201,-0.149144353081576,0.35835072913756,1922,2017,0.311271232456064,0.0505710778630976,"ut558","ut558",-112.4,38.3
"1949",5202,-0.036669372299219,0.822260265399952,1890,2016,0.15882686148258,0.327635160729853,"ut559","ut559",-109.5,38.1
"1950",5203,-0.0707840336238967,0.664268955673297,1829,2016,0.341492523019471,0.0310368119974995,"ut560","ut560",-112.8,37.2
"1951",5204,-0.156083485599691,0.336166341868994,1800,2016,0.414319515980016,0.00786232564854388,"ut561","ut561",-112.8,37.2
"1952",5205,0.070797552005822,0.664208612785697,1890,2016,0.16393453379889,0.312114626208053,"ut562","ut562",-110.1,38.3
"1953",5219,-0.372436394310125,0.0179499509303923,1666,2019,0.517414235255535,0.000628483574501243,"ut576","ut576",NA,NA
"1954",5245,-0.0567496491127672,0.727978695481171,1890,2004,-0.115036982139231,0.47966662423056,"va030","va030",-77.1,37.7833
"1955",5246,0.0403256559195734,0.804865751657692,1908,2004,-0.113463456104863,0.485735889132774,"va031","va031",-77.1,37.7833
"1956",5247,0.0604024922816914,0.711201096324515,1928,2010,0.0762544713302751,0.640024449447327,"va032","va032",-80.4833,37.1833
"1957",5248,0.100851026734859,0.535788582160997,1930,2005,-0.240723502749976,0.134577147794019,"va033","va033",-80.4667,37.2833
"1958",5250,-0.061368277769973,0.706787198085077,1963,2006,-0.131414678603988,0.418918858452126,"va035","va035",-80.8,37.2833
"1959",5251,0.0300861104151221,0.853786712122564,1934,2010,0.00513547884039102,0.97491077683851,"va036","va036",-80.4333,37.2667
"1960",5252,-0.0662822700955321,0.684477907726052,1775,2011,-0.130284009767393,0.422967475452079,"va037","va037",-80.219421,37.222886
"1961",5253,-0.0680635669146581,0.676454544145343,1937,2010,-0.0430382169879799,0.79202008843407,"va038","va038",-80.378,37.184
"1962",5254,0.0689478646590437,0.672484458562986,1963,2010,-0.155893255933023,0.3367629475092,"va039","va039",-80.378,37.184
"1963",5255,0.103886171647215,0.523519891724283,1871,2010,-0.154011333997707,0.342700276538962,"va040","va040",-80.487222,37.188089
"1964",5257,0.205226290440378,0.203949432765156,1925,2020,-0.24251433262011,0.131613706051843,"va042","va042",-80.483056,37.187222
"1965",5258,-0.035827807574525,0.826276172834671,1920,2016,-0.0383778402645246,0.814121372458244,"va043","va043",-79.516,37.5
"1966",5260,0.0701780011701148,0.666976283700349,1925,2021,-0.230172901514488,0.153048334334388,"va045","va045",-80.4133,37.2027
"1967",5261,-0.0361907794411657,0.82454354678022,1891,2022,-0.134641913135039,0.407484150744581,"va046","va046",-80.413922,37.201858
"1968",5262,0.0433455568578596,0.790567987736357,1943,2023,-0.313936005767082,0.0485256502908115,"va047","va047",-80.412912,37.202636
"1969",5266,-0.089879511361788,0.581263004794104,1870,2005,0.176905184728282,0.274829193566521,"vt003","vt003",-72.86,44.45
"1970",5267,-0.0889311560047019,0.585273596494634,1880,2005,0.140198256624901,0.388221271167045,"vt004","vt004",-72.85,44.45
"1971",5268,-0.098940803891387,0.543580695060366,1789,2005,0.161605298325888,0.319133753736228,"vt005","vt005",-72.85,44.45
"1972",5269,-0.102114258236122,0.53066549695416,1854,2005,0.156812871144444,0.333884870200394,"vt006","vt006",-72.847,44.45
"1973",5270,-0.216386131571656,0.179887433777596,1867,2005,0.42543231853699,0.00620543277892963,"vt007","vt007",-72.86,44.45
"1974",5271,-0.0288107572480752,0.859921820514155,1920,2005,0.189951343073976,0.240399610941473,"vt008","vt008",-72.847,44.45
"1975",5408,-0.216871775640207,0.178888457603678,1686,2006,0.319827789679207,0.0442395804080525,"wa134","wa134",-121.68,48.87
"1976",5409,-0.368940839197347,0.019143969214759,1567,2005,0.264048184287787,0.0996816875331941,"wa135","wa135",-120.45,48.2667
"1977",5410,-0.0978351176686968,0.548115564022503,1635,2012,-0.0634143298459042,0.69746754584718,"wa136","wa136",-120.91,46.7
"1978",5411,-0.125215961868318,0.441382697654001,1714,2011,0.0916099717141222,0.573976884821223,"wa137","wa137",-120.27,48.78
"1979",5412,-0.14205735551998,0.381897040181923,1615,2012,-0.0529684666798937,0.745478470739854,"wa138","wa138",-120.26,48.18
"1980",5413,-0.00163727828288782,0.991999990460077,1688,2011,0.0674014168801372,0.679432959620013,"wa139","wa139",-118.75,48.51
"1981",5414,-0.0148921765973433,0.927329937028042,1598,2011,-0.087301317265372,0.592194842273229,"wa140","wa140",-119.14,48.59
"1982",5415,-0.162586692617082,0.31616433575173,1683,2012,0.0326960991785784,0.841258117539766,"wa141","wa141",-119.7,48.6
"1983",5416,-0.24683302695329,0.12466722668198,1601,2011,0.0217848237646215,0.893856444572906,"wa142","wa142",-120.56,47.34
"1984",5417,-0.239685961000671,0.13631655317277,1714,2011,0.261881270069944,0.102596781892334,"wa143","wa143",-121.685031,48.860692
"1985",5418,-0.240007466828506,0.135775787616607,1787,2011,0.298308447135529,0.0615306308907988,"wa144","wa144",-120.826407,48.573292
"1986",5419,-0.234533635506812,0.145201650176004,1660,2011,0.292879274495682,0.0666475945712852,"wa145","wa145",-121.208797,48.504756
"1987",5420,-0.253033156151675,0.115179297966992,1718,2011,0.283698432385756,0.0760597361883369,"wa146","wa146",-121.035864,47.84438
"1988",5421,-0.347538689590964,0.0279969108652006,1666,2011,0.362555403635775,0.0214972761028027,"wa147","wa147",-121.078867,48.373604
"1989",5422,-0.247321699301324,0.123898838876049,1799,2011,0.257584473086372,0.108569105514137,"wa148","wa148",-121.322671,48.679772
"1990",5423,0.0220973608563734,0.892342492078362,1857,2011,-0.0409688349273357,0.801815187375289,"wa149","wa149",-123.197,48.588
"1991",5424,-0.0904351527200279,0.578918948479299,1333,2015,0.0359650719224703,0.825620853146548,"wa150","wa150",-121.9281,48.815
"1992",5425,-0.0759504149605153,0.641362655209115,1205,2015,0.106545648731469,0.512884702481222,"wa151","wa151",-121.8103,48.0708
"1993",5426,-0.200610565659837,0.214530332386088,1355,2015,0.229665787391782,0.153980540746918,"wa152","wa152",-122.0361,48.8119
"1994",5435,-0.288304128665408,0.0712157842443051,1849,2020,0.440336007357827,0.00446211424014793,"wa161","wa161",-117.0609,48.7676
"1995",5436,-0.523045921047116,0.000534531913959909,1932,2020,0.568812462345657,0.000128330286192635,"wa162","wa162",-117.3332,48.9712
"1996",5437,-0.191025281592087,0.237701726786973,1923,2020,0.187839728154028,0.245764481808396,"wa163","wa163",-117.9487,48.51
"1997",5438,-0.0427684292071453,0.793295336558155,1955,2020,0.175423763467025,0.278933199821121,"wa164","wa164",-122.3019,48.3986
"1998",5439,-0.200982439884333,0.213664062281351,1848,2020,0.207248594771929,0.199430411599382,"wa165","wa165",-120.945,47.6102
"1999",5440,-0.16539819262522,0.307754271556913,1958,2020,0.180711188235537,0.264467638203287,"wa166","wa166",-122.793,47.9895
"2000",5451,-0.0816878014285534,0.616304100547348,1759,2008,-0.0627852212370773,0.700328514131487,"wi008","wi008",-92.875,45.683
"2001",5453,-0.0183138444134759,0.910693892952648,1929,2008,0.160025641806395,0.323950006894646,"wi010","wi010",-91.6,46.7
"2002",5457,-0.0798460173570266,0.624303370859552,1854,2011,0.309261346418402,0.0521592311542252,"wi014","wi014",-89.696781,43.398226
"2003",5459,-0.218223129759354,0.17612956171594,1902,2014,0.0652415738949076,0.689181374767264,"wi016","wi016",-90.081,43.23
"2004",5461,-0.061675030550433,0.705387225608499,1814,2013,0.0909745760971068,0.576647396203755,"wi018","wi018",-90.642,42.895
"2005",5462,-0.178095459313414,0.271560575842618,1895,2013,0.144414024596238,0.373967991860014,"wi019","wi019",-89.929,42.824
"2006",5464,-0.115253780163716,0.478833534635367,1893,2014,0.0841021785449425,0.605883936459374,"wi021","wi021",-90.297,43.008
"2007",5466,-0.038595894098229,0.813083961547264,1904,2014,-0.100520924504157,0.537131253702048,"wi023","wi023",-90.558,43.171
"2008",5467,-0.0666400264516257,0.682863712290313,1878,2014,-0.0583116585840377,0.720788498153357,"wi024","wi024",-90.493,42.684
"2009",5469,0.112141457769984,0.490865643411445,1852,2014,-0.0647877443324449,0.69123610414009,"wi026","wi026",-91.007,43.091
"2010",5470,-0.0566931619181339,0.728239151085389,1847,2014,-0.0295905708790964,0.856169525846066,"wi027","wi027",-91.389,43.156
"2011",5471,0.0430274078990407,0.79207117119969,1864,2014,-0.163675519062484,0.312890300720309,"wi028","wi028",-91.017,43.592
"2012",5472,-0.0892326204025669,0.583997367263202,1896,2013,-0.0215017756546232,0.895227870834793,"wi029","wi029",-90.563,43.023
"2013",5473,-0.146207371604204,0.368000287681493,1778,2014,-0.0411455704420372,0.800977445733801,"wi030","wi030",-89.688,43.121
"2014",5474,-0.349081682361793,0.0272618913447421,1891,2012,0.160721088383732,0.321824071889007,"wi031","wi031",-90.224,42.546
"2015",5476,0.029729089435636,0.855503328367445,1881,2014,-0.0221916791952556,0.891885680881651,"wi033","wi033",-90.084,42.735
"2016",5479,0.225477883531666,0.161837822287726,1932,2014,-0.283923794846679,0.0758168664596151,"wi036","wi036",-90.798,43.692
"2017",5481,0.0757593015846471,0.642204352085667,1905,2014,-0.0924642748654732,0.570395214926253,"wi038","wi038",-89.87,42.74
"2018",5482,0.0678130386466603,0.677580876420594,1846,2013,-0.0859436644167534,0.597987593565521,"wi039","wi039",-89.86,43.042
"2019",5484,-0.196427116339002,0.224443249725158,1897,2014,0.0577120127645711,0.723546008113773,"wi041","wi041",-90.284,42.802
"2020",5485,-0.0896486842237301,0.582238034980373,1932,2012,0.120044839497225,0.460618050318281,"wi042","wi042",-90.489,42.734
"2021",5489,-0.00208483032502686,0.989813279780648,1818,2013,-0.0736500710223907,0.651522890089277,"wi046","wi046",-89.81,43.107
"2022",5491,-0.146204358446184,0.368010266547251,1855,2014,0.104604336794183,0.5206373011216,"wi048","wi048",-90.139,43.415
"2023",5492,0.0195363397416675,0.904758890594342,1883,2013,-0.164878843303721,0.309297002763064,"wi049","wi049",-90.741,43.075
"2024",5493,-0.016308449990001,0.920439955421399,1869,2014,-0.0209451218089195,0.897925846488642,"wi050","wi050",-90.83,43.825
"2025",5494,0.0116883047369159,0.942934894278638,1870,2014,-0.0473433284759988,0.771744789162149,"wi051","wi051",-89.676,42.783
"2026",5495,-0.131606715167766,0.418233409077776,1915,2014,0.0612237185843093,0.707447274472651,"wi052","wi052",-90.724,42.888
"2027",5497,-0.0422054351384424,0.795958234639798,1865,2012,0.0986730096515907,0.544677381371303,"wi054","wi054",-90.499,42.729
"2028",5498,-0.0759301284233835,0.641451979716452,1874,2013,0.011300196406985,0.944826780361076,"wi055","wi055",-90.496,42.73
"2029",5499,-0.0487597414336126,0.765105936254807,1879,2014,0.0699859283201556,0.667835201934117,"wi056","wi056",-89.856,42.74
"2030",5500,0.0802336674155755,0.622616145518948,1870,2014,0.0736353463325988,0.651588129585873,"wi057","wi057",-89.81,42.695
"2031",5501,-0.307167762541017,0.0538558356298123,1862,2013,0.276516680040824,0.0841233154488934,"wi058","wi058",-89.905,42.577
"2032",5502,-0.07231745478869,0.657437525457228,1876,2014,0.0920342046630712,0.5721970081916,"wi059","wi059",-89.965,42.772
"2033",5503,0.155205058915116,0.338926752410765,1818,2013,-0.112532320623415,0.489346073972078,"wi060","wi060",-89.96,42.76
"2034",5504,0.204999525509409,0.204460582558294,1937,2016,0.0347524456258322,0.831414091823623,"wi061","wi061",-88.5667,45.833
"2035",5508,0.0727477371206589,0.655525502087639,1907,2005,-0.215441262299469,0.181842431446981,"wv004","wv004",-81.05,38.05
"2036",5510,-0.0893581802782862,0.583466185133923,1899,2012,0.0193151065318637,0.905832570423863,"wv006","wv006",-80.9833,37.5167
"2037",5511,-0.0991818679481727,0.54259437874251,1847,2012,-0.048101673515085,0.768188330394725,"wv007","wv007",-82.3667,37.9833
